student_id,name,branch,cgpa,shortlisted_companies
S368,Student 368,ECE,7.81,"['C008', 'C032', 'C016', 'C015', 'C012', 'C023', 'C003']"
S369,Student 369,EEE,7.88,"['C018', 'C035', 'C004', 'C006', 'C016', 'C034', 'C030']"
S370,Student 370,ISE,7.18,"['C012', 'C027', 'C003', 'C001', 'C023', 'C031', 'C034']"
S371,Student 371,CIVIL,7.82,"['C024', 'C023', 'C033', 'C031', 'C006', 'C012']"
S372,Student 372,EEE,8.2,"['C006', 'C017', 'C016', 'C018', 'C002', 'C020']"
S373,Student 373,CIVIL,8.96,"['C002', 'C012', 'C011', 'C006', 'C005', 'C019', 'C033']"
S374,Student 374,EEE,8.57,['C006']
S375,Student 375,CIVIL,9.52,['C022']
S376,Student 376,EEE,7.19,['C006']
S377,Student 377,CSE,8.5,"['C025', 'C012', 'C006']"
S378,Student 378,CIVIL,7.95,"['C024', 'C008', 'C012', 'C031', 'C023', 'C017']"
S379,Student 379,ECE,9.55,"['C003', 'C015', 'C016', 'C023', 'C007']"
S380,Student 380,CIVIL,7.15,"['C031', 'C006', 'C008', 'C023']"
S381,Student 381,ME,7.13,"['C027', 'C013', 'C031']"
S382,Student 382,ISE,7.32,"['C027', 'C012', 'C031', 'C003', 'C034']"
S383,Student 383,ECE,6.1,[]
S384,Student 384,CIVIL,7.38,"['C033', 'C023']"
S385,Student 385,CSE,7.19,"['C032', 'C027', 'C034', 'C003', 'C012', 'C001', 'C031']"
S386,Student 386,ISE,7.92,"['C031', 'C003', 'C025', 'C023', 'C033', 'C013']"
S387,Student 387,CSE,8.07,"['C025', 'C032', 'C031', 'C034', 'C001']"
S388,Student 388,CSE,9.3,"['C035', 'C034', 'C014', 'C031']"
S389,Student 389,ISE,8.56,"['C013', 'C001', 'C012', 'C031', 'C003', 'C023']"
S390,Student 390,ISE,7.34,"['C027', 'C013', 'C024', 'C034']"
S391,Student 391,ECE,7.08,"['C013', 'C023', 'C008', 'C003']"
S392,Student 392,ECE,8.19,"['C025', 'C023', 'C032', 'C001', 'C015', 'C012']"
S393,Student 393,ECE,6.74,['C023']
S394,Student 394,ECE,9.27,"['C003', 'C016', 'C028', 'C008', 'C023', 'C007', 'C001']"
S395,Student 395,ECE,8.74,"['C010', 'C007', 'C008', 'C011', 'C023', 'C012', 'C016']"
S396,Student 396,EEE,7.42,"['C034', 'C018', 'C035']"
S397,Student 397,EEE,6.43,[]
S398,Student 398,ISE,8.88,"['C014', 'C013', 'C031', 'C009', 'C022', 'C024']"
S399,Student 399,CSE,7.71,['C003']
S400,Student 400,CIVIL,8.79,['C002']
S401,Student 401,EEE,6.52,[]
S402,Student 402,ISE,7.32,"['C003', 'C012', 'C001', 'C034']"
S403,Student 403,ME,7.8,"['C018', 'C001', 'C030', 'C031', 'C024', 'C027', 'C033', 'C023']"
S404,Student 404,ME,7.84,"['C001', 'C035', 'C027', 'C015', 'C031', 'C030', 'C033']"
S405,Student 405,ME,7.44,"['C008', 'C003', 'C033', 'C027', 'C035', 'C031', 'C023']"
S406,Student 406,ME,8.3,"['C024', 'C018', 'C025', 'C002', 'C013']"
S407,Student 407,EEE,6.95,['C006']
S408,Student 408,CIVIL,7.69,"['C012', 'C031']"
S409,Student 409,CSE,7.9,['C003']
S410,Student 410,EEE,8.21,"['C020', 'C034', 'C030', 'C002', 'C018', 'C035', 'C004']"
S411,Student 411,CSE,8.37,"['C035', 'C024', 'C031', 'C016', 'C030', 'C002', 'C001', 'C027']"
S412,Student 412,ISE,6.9,"['C027', 'C001', 'C031', 'C023']"
S413,Student 413,ME,6.57,['C023']
S414,Student 414,ECE,8.82,['C008']
S415,Student 415,ME,8.07,"['C027', 'C004', 'C013']"
S416,Student 416,ISE,7.2,"['C031', 'C027', 'C013', 'C033']"
S417,Student 417,ISE,9.04,"['C031', 'C025']"
S418,Student 418,CSE,7.89,"['C025', 'C012']"
S419,Student 419,CSE,8.74,"['C030', 'C025', 'C001', 'C034', 'C007', 'C016']"
S420,Student 420,EEE,7.85,"['C018', 'C034']"
S421,Student 421,EEE,9.45,"['C005', 'C030', 'C020', 'C016', 'C004', 'C007', 'C034']"
S422,Student 422,ISE,9.2,"['C009', 'C022']"
S423,Student 423,ISE,7.6,"['C034', 'C012', 'C027', 'C024', 'C033', 'C001', 'C030']"
S424,Student 424,CSE,8.58,"['C024', 'C016', 'C032', 'C012', 'C002']"
S425,Student 425,ISE,8.32,"['C009', 'C023']"
S426,Student 426,EEE,8.89,"['C004', 'C002', 'C035', 'C010', 'C018', 'C030', 'C007']"
S427,Student 427,ME,7.03,"['C023', 'C001', 'C013']"
S428,Student 428,EEE,8.35,"['C004', 'C034', 'C016', 'C017', 'C020', 'C035', 'C030']"
S429,Student 429,ISE,8.65,"['C022', 'C023', 'C013']"
S430,Student 430,EEE,6.39,[]
S431,Student 431,ISE,6.85,['C023']
S432,Student 432,EEE,6.17,[]
S433,Student 433,ECE,7.58,"['C013', 'C012', 'C001', 'C008', 'C032', 'C015', 'C003']"
S434,Student 434,ME,8.37,"['C030', 'C004', 'C008', 'C031']"
S435,Student 435,CSE,9.0,"['C024', 'C026', 'C035', 'C030', 'C012', 'C014', 'C032']"
S436,Student 436,ME,7.86,"['C013', 'C015', 'C025']"
S437,Student 437,CIVIL,9.1,"['C026', 'C020', 'C009', 'C022']"
S438,Student 438,ECE,6.7,"['C023', 'C008']"
S439,Student 439,ECE,6.44,[]
S440,Student 440,EEE,7.76,"['C030', 'C018', 'C006']"
S441,Student 441,ME,8.11,"['C015', 'C001', 'C025', 'C018']"
S442,Student 442,CIVIL,7.77,"['C023', 'C012']"
S443,Student 443,CIVIL,6.15,[]
S444,Student 444,CSE,7.73,"['C035', 'C031', 'C006', 'C024', 'C003', 'C032', 'C030']"
S445,Student 445,CIVIL,6.76,"['C023', 'C008']"
S446,Student 446,EEE,8.34,"['C035', 'C020', 'C034', 'C017', 'C002', 'C006', 'C018', 'C016']"
S447,Student 447,ISE,8.09,"['C012', 'C031', 'C030', 'C001', 'C024', 'C023']"
S448,Student 448,EEE,7.05,['C006']
S449,Student 449,CSE,7.39,"['C012', 'C034', 'C035', 'C032', 'C006']"
S450,Student 450,EEE,6.95,['C006']
S451,Student 451,ECE,7.75,['C023']
S452,Student 452,CSE,8.56,"['C022', 'C002', 'C034', 'C031', 'C003']"
S453,Student 453,ECE,7.01,"['C013', 'C008', 'C001']"
S454,Student 454,ME,8.2,"['C024', 'C031', 'C004', 'C017', 'C035', 'C027', 'C030', 'C013']"
S455,Student 455,CSE,7.38,"['C001', 'C003', 'C034', 'C006', 'C031']"
S456,Student 456,CIVIL,7.17,"['C008', 'C031']"
S457,Student 457,ME,7.71,"['C018', 'C027', 'C023']"
S458,Student 458,EEE,6.97,['C006']
S459,Student 459,CIVIL,7.36,"['C008', 'C031']"
S460,Student 460,CIVIL,6.84,"['C023', 'C008']"
S461,Student 461,CIVIL,9.37,"['C024', 'C023', 'C022', 'C002']"
S462,Student 462,CIVIL,7.83,"['C008', 'C012']"
S463,Student 463,CIVIL,7.24,['C031']
S464,Student 464,CSE,7.97,"['C024', 'C035', 'C012']"
S465,Student 465,EEE,7.71,['C030']
S466,Student 466,CIVIL,7.62,"['C023', 'C024', 'C012', 'C033', 'C031', 'C008', 'C006']"
S467,Student 467,ECE,8.29,"['C023', 'C008', 'C013', 'C032', 'C016', 'C001']"
S468,Student 468,CIVIL,8.41,"['C012', 'C005', 'C008']"
S469,Student 469,ECE,7.38,"['C008', 'C032']"
S470,Student 470,CIVIL,7.34,"['C024', 'C023']"
S471,Student 471,EEE,7.58,"['C035', 'C018']"
S472,Student 472,ISE,6.0,[]
S473,Student 473,EEE,6.59,[]
S474,Student 474,CIVIL,8.89,"['C009', 'C031', 'C008']"
S475,Student 475,ISE,9.12,"['C024', 'C029', 'C003']"
S476,Student 476,ECE,7.6,['C032']
S477,Student 477,ISE,8.26,"['C034', 'C023', 'C025', 'C031']"
S478,Student 478,CIVIL,8.05,"['C024', 'C031', 'C017', 'C023', 'C033', 'C020', 'C006', 'C012']"
S479,Student 479,ME,10.0,['C017']
S480,Student 480,ECE,8.7,['C010']
S481,Student 481,ISE,7.7,"['C012', 'C030', 'C033', 'C003', 'C023']"
S482,Student 482,CSE,7.04,"['C027', 'C031', 'C001']"
S483,Student 483,CIVIL,6.51,['C023']
S484,Student 484,EEE,7.96,"['C017', 'C016']"
S485,Student 485,CSE,7.19,"['C027', 'C006', 'C001', 'C012', 'C031', 'C034', 'C032', 'C003']"
S486,Student 486,CIVIL,6.66,"['C023', 'C031']"
S487,Student 487,ISE,7.28,"['C001', 'C024', 'C023', 'C031']"
S488,Student 488,ME,6.93,"['C013', 'C031']"
S489,Student 489,ECE,9.15,"['C008', 'C007', 'C025', 'C028', 'C012']"
S490,Student 490,CSE,8.51,"['C034', 'C030', 'C003', 'C031', 'C032']"
S491,Student 491,ISE,7.79,"['C034', 'C023', 'C013']"
S492,Student 492,CIVIL,8.98,"['C026', 'C008', 'C017', 'C023', 'C011', 'C012', 'C005']"
S493,Student 493,CIVIL,7.86,"['C033', 'C006', 'C023', 'C012', 'C024', 'C008', 'C031']"
S494,Student 494,EEE,7.11,"['C006', 'C034']"
S495,Student 495,CIVIL,9.02,"['C021', 'C006', 'C022', 'C011', 'C026', 'C023', 'C007', 'C012']"
S496,Student 496,ECE,8.23,"['C013', 'C015', 'C008', 'C032', 'C012', 'C023']"
S497,Student 497,CIVIL,6.97,['C006']
S498,Student 498,CSE,7.65,"['C001', 'C003', 'C006', 'C031', 'C012', 'C035', 'C030', 'C034']"
S499,Student 499,CIVIL,7.1,"['C023', 'C006']"
S500,Student 500,ECE,6.69,['C023']
S501,Student 501,ECE,8.54,"['C015', 'C008']"
S502,Student 502,CSE,9.33,"['C022', 'C016', 'C027', 'C003', 'C025', 'C002', 'C001']"
S503,Student 503,ISE,6.68,"['C023', 'C031']"
S504,Student 504,ME,8.25,"['C033', 'C030', 'C001', 'C031']"
S505,Student 505,CIVIL,7.28,"['C033', 'C006', 'C023']"
S506,Student 506,CIVIL,7.41,"['C023', 'C006']"
S507,Student 507,ISE,7.33,"['C003', 'C034', 'C033', 'C012', 'C027', 'C024', 'C031']"
S508,Student 508,EEE,7.11,['C006']
S509,Student 509,CSE,7.84,['C032']
S510,Student 510,CIVIL,7.14,"['C031', 'C008']"
S511,Student 511,CIVIL,8.02,"['C012', 'C024', 'C020', 'C023']"
S512,Student 512,EEE,7.76,"['C006', 'C035']"
S513,Student 513,ISE,7.61,"['C033', 'C027']"
S514,Student 514,ECE,7.07,"['C008', 'C003', 'C023', 'C013']"
S515,Student 515,CIVIL,7.34,['C008']
S516,Student 516,ME,8.4,"['C001', 'C020', 'C015', 'C018', 'C033']"
S517,Student 517,ME,8.2,"['C025', 'C020', 'C002', 'C035']"
S518,Student 518,ISE,7.02,"['C027', 'C001', 'C031', 'C013']"
S519,Student 519,CIVIL,7.88,"['C006', 'C024', 'C033', 'C012', 'C008']"
S520,Student 520,ISE,8.4,"['C033', 'C034', 'C025', 'C022', 'C016', 'C024', 'C009']"
S521,Student 521,EEE,6.46,[]
S522,Student 522,CSE,8.23,['C030']
S523,Student 523,CSE,7.27,['C024']
S524,Student 524,ISE,8.26,['C001']
S525,Student 525,EEE,7.19,"['C034', 'C006']"
S526,Student 526,CIVIL,6.36,[]
S527,Student 527,EEE,6.5,[]
S528,Student 528,CSE,7.84,"['C016', 'C003', 'C035']"
S529,Student 529,CSE,8.01,"['C035', 'C006', 'C030', 'C024']"
S530,Student 530,EEE,7.08,['C006']
S531,Student 531,CIVIL,8.31,"['C009', 'C002', 'C033', 'C006', 'C024', 'C031', 'C020']"
S532,Student 532,ME,6.47,[]
S533,Student 533,ME,7.75,['C015']
S534,Student 534,CIVIL,6.83,"['C031', 'C008', 'C023']"
S535,Student 535,CSE,7.28,"['C001', 'C006', 'C012']"
S536,Student 536,ECE,7.84,"['C008', 'C015', 'C003', 'C023', 'C032']"
S537,Student 537,CIVIL,7.11,['C006']
S538,Student 538,ECE,7.49,"['C013', 'C032', 'C001', 'C008', 'C015', 'C003', 'C023']"
S539,Student 539,ME,8.61,"['C002', 'C031', 'C013', 'C033', 'C003', 'C008']"
S540,Student 540,CSE,7.34,"['C012', 'C001']"
S541,Student 541,CSE,8.47,['C006']
S542,Student 542,CSE,6.9,"['C027', 'C006', 'C001', 'C031']"
S543,Student 543,CSE,8.22,"['C006', 'C016', 'C035', 'C024', 'C034', 'C012', 'C002']"
S544,Student 544,ME,8.95,"['C004', 'C030', 'C002', 'C013', 'C017', 'C025']"
S545,Student 545,ME,6.0,[]
S546,Student 546,CSE,7.16,"['C001', 'C027', 'C006', 'C031']"
S547,Student 547,ECE,8.26,"['C025', 'C023']"
S548,Student 548,CSE,7.64,"['C012', 'C024', 'C034', 'C035', 'C031', 'C006']"
S549,Student 549,ME,8.1,"['C017', 'C018', 'C004', 'C001', 'C035', 'C030', 'C008', 'C020']"
S550,Student 550,ECE,7.32,['C015']
S551,Student 551,CSE,7.87,"['C034', 'C035', 'C016', 'C003', 'C012', 'C030', 'C027']"
S552,Student 552,EEE,7.68,['C018']
S553,Student 553,CIVIL,8.73,"['C006', 'C002', 'C007', 'C017', 'C011']"
S554,Student 554,CIVIL,8.0,"['C031', 'C008', 'C020', 'C006', 'C024', 'C033']"
S555,Student 555,CIVIL,8.07,"['C008', 'C006', 'C017', 'C023', 'C033', 'C020', 'C024']"
S556,Student 556,ECE,7.47,"['C023', 'C015', 'C032', 'C008', 'C013', 'C003']"
S557,Student 557,ECE,7.41,"['C003', 'C032', 'C023', 'C013']"
S558,Student 558,CSE,7.45,"['C003', 'C006', 'C032']"
S559,Student 559,EEE,8.12,"['C030', 'C006', 'C018', 'C016', 'C034', 'C017']"
S560,Student 560,ECE,7.46,"['C013', 'C023', 'C001', 'C015', 'C003', 'C008', 'C012', 'C032']"
S561,Student 561,ISE,8.03,"['C012', 'C003', 'C013', 'C023', 'C024', 'C001']"
S562,Student 562,CIVIL,9.46,"['C017', 'C009', 'C002', 'C022', 'C023']"
S563,Student 563,EEE,8.5,"['C004', 'C020', 'C035', 'C005']"
S564,Student 564,CSE,7.54,['C001']
S565,Student 565,ISE,8.76,"['C016', 'C027', 'C014']"
S566,Student 566,CIVIL,7.47,"['C031', 'C006', 'C024', 'C012', 'C033', 'C023']"
S567,Student 567,CSE,6.17,[]
S568,Student 568,ISE,6.99,"['C013', 'C001', 'C031', 'C027']"
S569,Student 569,CSE,6.3,[]
S570,Student 570,EEE,7.52,['C018']
S571,Student 571,ME,7.81,"['C033', 'C023', 'C024', 'C001', 'C035', 'C027', 'C003']"
S572,Student 572,ECE,9.14,"['C011', 'C010', 'C029', 'C013']"
S573,Student 573,ISE,8.06,['C030']
S574,Student 574,ME,7.62,"['C031', 'C015', 'C024', 'C023']"
S575,Student 575,ME,8.46,"['C002', 'C003', 'C018', 'C015', 'C033', 'C030', 'C004', 'C023']"
S576,Student 576,ME,6.03,[]
S577,Student 577,ISE,7.99,['C024']
S578,Student 578,CIVIL,8.42,"['C020', 'C022', 'C033', 'C012', 'C031', 'C023']"
S579,Student 579,EEE,6.62,[]
S580,Student 580,ECE,8.72,"['C001', 'C011', 'C016']"
S581,Student 581,ISE,8.07,['C034']
S582,Student 582,ECE,7.47,['C032']
S583,Student 583,ME,8.31,"['C017', 'C013', 'C004', 'C031', 'C023', 'C030']"
S584,Student 584,ECE,9.62,['C013']
S585,Student 585,ME,7.95,"['C027', 'C033', 'C031', 'C004', 'C030', 'C008', 'C024']"
S586,Student 586,ECE,8.0,"['C032', 'C001', 'C015', 'C013', 'C016', 'C003']"
S587,Student 587,ME,7.43,"['C024', 'C027', 'C015', 'C008']"
S588,Student 588,EEE,7.12,['C006']
S589,Student 589,CSE,8.46,"['C027', 'C006', 'C001', 'C025']"
S590,Student 590,EEE,7.12,['C034']
S591,Student 591,ME,7.86,"['C031', 'C004', 'C015', 'C030']"
S592,Student 592,ISE,7.42,"['C001', 'C034', 'C012', 'C023', 'C024', 'C003']"
S593,Student 593,CSE,8.18,"['C003', 'C024', 'C032', 'C025', 'C035', 'C034']"
S594,Student 594,ECE,8.07,"['C008', 'C032', 'C016', 'C023', 'C015', 'C012']"
S595,Student 595,CIVIL,8.63,"['C006', 'C023', 'C017', 'C031', 'C020', 'C009']"
S596,Student 596,ISE,7.39,"['C027', 'C023', 'C033']"
S597,Student 597,ISE,7.58,"['C001', 'C027', 'C034']"
S598,Student 598,ISE,7.02,"['C023', 'C013', 'C031', 'C001', 'C027']"
S599,Student 599,ISE,7.44,"['C003', 'C013', 'C024', 'C012', 'C034', 'C001']"
S600,Student 600,CIVIL,8.1,"['C031', 'C006', 'C012', 'C008', 'C023', 'C033']"
S601,Student 601,ECE,8.41,"['C003', 'C001', 'C025', 'C016', 'C012']"
S602,Student 602,CIVIL,7.06,"['C008', 'C031', 'C023', 'C006']"
S603,Student 603,ECE,8.5,"['C003', 'C022', 'C012', 'C008', 'C023', 'C001', 'C015']"
S604,Student 604,ECE,8.88,['C011']
S605,Student 605,ECE,8.13,"['C003', 'C015']"
S606,Student 606,ISE,9.3,"['C014', 'C009', 'C033', 'C024', 'C023', 'C029', 'C019']"
S607,Student 607,CIVIL,7.18,['C023']
S608,Student 608,CIVIL,6.8,['C031']
S609,Student 609,EEE,6.38,[]
S610,Student 610,ISE,9.0,['C012']
S611,Student 611,ECE,8.32,"['C012', 'C016', 'C013', 'C015']"
S612,Student 612,ECE,7.76,"['C012', 'C003', 'C001', 'C032', 'C013']"
S613,Student 613,ME,8.02,"['C013', 'C003', 'C015', 'C001', 'C017', 'C033', 'C035', 'C023']"
S614,Student 614,EEE,6.9,['C006']
S615,Student 615,CSE,9.76,"['C012', 'C022', 'C003', 'C031']"
S616,Student 616,CSE,7.9,"['C035', 'C025', 'C027', 'C032', 'C016']"
S617,Student 617,CSE,7.89,"['C006', 'C024', 'C025', 'C034', 'C035', 'C027', 'C001']"
S618,Student 618,ECE,8.38,"['C022', 'C013', 'C012', 'C025', 'C032', 'C001', 'C003', 'C015']"
S619,Student 619,CSE,8.18,"['C035', 'C030', 'C025', 'C031', 'C012', 'C001']"
S620,Student 620,EEE,7.98,"['C035', 'C018', 'C006', 'C017', 'C016', 'C004', 'C030']"
S621,Student 621,CIVIL,7.17,['C031']
S622,Student 622,ME,8.18,"['C008', 'C031', 'C004']"
S623,Student 623,ISE,9.31,"['C016', 'C013', 'C003', 'C027']"
S624,Student 624,CSE,8.88,"['C014', 'C007', 'C022', 'C012', 'C026', 'C027', 'C002']"
S625,Student 625,CSE,9.07,"['C034', 'C026', 'C024', 'C021', 'C031', 'C016', 'C001']"
S626,Student 626,CIVIL,7.39,"['C024', 'C033', 'C023', 'C006', 'C008']"
S627,Student 627,ISE,7.01,"['C031', 'C001']"
S628,Student 628,CSE,7.7,"['C024', 'C032']"
S629,Student 629,ECE,7.84,"['C013', 'C016', 'C015', 'C012', 'C032', 'C023', 'C001']"
S630,Student 630,ISE,8.68,"['C027', 'C013', 'C023', 'C031', 'C024']"
S631,Student 631,CIVIL,6.45,[]
S632,Student 632,EEE,9.02,['C016']
S633,Student 633,ECE,7.67,"['C001', 'C015', 'C012', 'C008']"
S634,Student 634,ECE,7.46,['C015']
S635,Student 635,ECE,6.99,"['C013', 'C008', 'C001']"
S636,Student 636,ISE,6.48,[]
S637,Student 637,ISE,8.46,"['C030', 'C023', 'C031', 'C016', 'C013']"
S638,Student 638,CIVIL,7.86,"['C024', 'C031', 'C006', 'C008']"
S639,Student 639,EEE,6.77,[]
S640,Student 640,ISE,6.76,"['C031', 'C027']"
S641,Student 641,ME,7.53,"['C001', 'C027', 'C008', 'C003', 'C015', 'C018']"
S642,Student 642,ME,9.14,"['C008', 'C030', 'C001', 'C013', 'C015', 'C028', 'C027']"
S643,Student 643,ISE,7.59,['C013']
S644,Student 644,CSE,6.6,['C031']
S645,Student 645,ECE,7.6,"['C013', 'C008', 'C012', 'C032']"
S646,Student 646,EEE,7.58,['C006']
S647,Student 647,ISE,6.0,[]
S648,Student 648,ECE,7.76,"['C023', 'C008', 'C016', 'C012', 'C013', 'C032', 'C003', 'C001']"
S649,Student 649,ECE,7.62,"['C013', 'C001']"
S650,Student 650,EEE,8.36,['C006']
S651,Student 651,ME,9.28,"['C017', 'C035', 'C015', 'C018']"
S652,Student 652,CIVIL,8.7,"['C002', 'C024', 'C023', 'C031', 'C020', 'C033', 'C012']"
S653,Student 653,ISE,7.58,"['C034', 'C001', 'C013']"
S654,Student 654,ECE,6.91,"['C013', 'C008', 'C023']"
S655,Student 655,ECE,9.86,"['C015', 'C008', 'C013', 'C010', 'C022', 'C032', 'C016', 'C012']"
S656,Student 656,ME,7.85,"['C001', 'C025']"
S657,Student 657,CIVIL,7.81,"['C033', 'C012', 'C024', 'C031', 'C008', 'C006', 'C023']"
S658,Student 658,CSE,7.78,"['C016', 'C034', 'C024', 'C035', 'C031', 'C032']"
S659,Student 659,CIVIL,7.96,"['C017', 'C008', 'C023', 'C031', 'C006']"
S660,Student 660,ME,7.68,"['C031', 'C018', 'C035', 'C008', 'C001', 'C024', 'C030']"
S661,Student 661,ECE,7.34,"['C023', 'C012', 'C015', 'C001', 'C003', 'C032', 'C013']"
S662,Student 662,CIVIL,7.36,"['C031', 'C023', 'C012', 'C024', 'C006']"
S663,Student 663,CIVIL,7.77,"['C008', 'C012', 'C006', 'C023', 'C024']"
S664,Student 664,CIVIL,7.37,"['C031', 'C024', 'C008']"
S665,Student 665,CIVIL,7.23,"['C033', 'C006', 'C008']"
S666,Student 666,ECE,7.89,"['C013', 'C016', 'C015', 'C008']"
S667,Student 667,ECE,7.6,"['C032', 'C023', 'C001', 'C012', 'C015']"
S668,Student 668,CIVIL,9.0,"['C026', 'C011']"
S669,Student 669,ME,6.0,[]
S670,Student 670,CSE,8.67,"['C035', 'C024', 'C014', 'C001', 'C003', 'C030', 'C006']"
S671,Student 671,ECE,8.8,"['C016', 'C013', 'C007', 'C011', 'C023', 'C003', 'C025']"
S672,Student 672,ECE,6.14,[]
S673,Student 673,CIVIL,7.53,"['C012', 'C031']"
S674,Student 674,CSE,7.5,['C032']
S675,Student 675,ECE,6.67,['C023']
S676,Student 676,ME,7.18,"['C031', 'C027', 'C001']"
S677,Student 677,ISE,6.91,"['C027', 'C031', 'C013', 'C023', 'C001']"
S678,Student 678,EEE,9.2,['C002']
S679,Student 679,ME,8.55,"['C024', 'C001', 'C023', 'C025']"
S680,Student 680,ME,8.82,"['C001', 'C035', 'C017', 'C004']"
S681,Student 681,CIVIL,8.38,"['C012', 'C008', 'C006', 'C020', 'C033', 'C024']"
S682,Student 682,CSE,6.9,['C027']
S683,Student 683,ECE,7.38,"['C015', 'C012', 'C032', 'C003', 'C008', 'C013', 'C023', 'C001']"
S684,Student 684,ISE,8.19,"['C001', 'C013', 'C033', 'C012', 'C031', 'C034', 'C016']"
S685,Student 685,ME,6.82,"['C001', 'C023']"
S686,Student 686,CIVIL,8.37,['C020']
S687,Student 687,CIVIL,7.61,"['C033', 'C024', 'C031']"
S688,Student 688,CSE,7.5,['C003']
S689,Student 689,CIVIL,8.37,['C002']
S690,Student 690,CIVIL,8.16,"['C024', 'C031']"
S691,Student 691,EEE,7.51,['C034']
S692,Student 692,EEE,8.73,"['C006', 'C034', 'C030']"
S693,Student 693,CIVIL,6.94,['C023']
S694,Student 694,EEE,8.29,"['C034', 'C017']"
S695,Student 695,ME,8.27,"['C027', 'C004', 'C033']"
S696,Student 696,ECE,7.55,"['C003', 'C012']"
S697,Student 697,ISE,8.06,"['C034', 'C016', 'C027', 'C013']"
S698,Student 698,ECE,6.8,"['C008', 'C023', 'C001']"
S699,Student 699,CSE,8.54,"['C035', 'C006', 'C031', 'C024', 'C016', 'C034', 'C001', 'C025']"
S700,Student 700,CIVIL,7.65,['C006']
S701,Student 701,ME,7.38,"['C008', 'C003', 'C031', 'C023', 'C024', 'C001', 'C033', 'C013']"
S702,Student 702,ISE,8.64,"['C024', 'C013', 'C022', 'C001', 'C003', 'C009', 'C030', 'C033']"
S703,Student 703,ECE,7.24,"['C023', 'C015', 'C001', 'C032', 'C013', 'C012']"
S704,Student 704,ISE,6.67,['C031']
S705,Student 705,ECE,6.55,['C023']
S706,Student 706,CIVIL,8.28,"['C017', 'C033']"
S707,Student 707,ISE,6.78,['C031']
S708,Student 708,EEE,9.2,"['C007', 'C016', 'C017', 'C034', 'C005', 'C004', 'C030', 'C010']"
S709,Student 709,CIVIL,6.13,[]
S710,Student 710,CSE,9.16,"['C006', 'C027', 'C031']"
S711,Student 711,ME,7.97,"['C015', 'C024', 'C017', 'C030', 'C035', 'C033', 'C001', 'C004']"
S712,Student 712,EEE,7.72,"['C006', 'C034', 'C018', 'C035']"
S713,Student 713,CSE,7.36,"['C027', 'C001', 'C034', 'C031', 'C024']"
S714,Student 714,CIVIL,8.12,"['C023', 'C008', 'C017', 'C033']"
S715,Student 715,CIVIL,7.77,"['C023', 'C012']"
S716,Student 716,CIVIL,8.68,"['C008', 'C024', 'C031', 'C017', 'C019', 'C002', 'C020']"
S717,Student 717,CIVIL,7.89,"['C024', 'C023']"
S718,Student 718,EEE,7.92,"['C006', 'C034', 'C017']"
S719,Student 719,ECE,7.51,"['C015', 'C008', 'C001', 'C013']"
S720,Student 720,ISE,7.75,"['C024', 'C013', 'C003', 'C027', 'C030', 'C034', 'C016']"
S721,Student 721,EEE,8.05,"['C034', 'C035']"
S722,Student 722,ECE,6.43,[]
S723,Student 723,CSE,6.72,"['C027', 'C031']"
S724,Student 724,EEE,8.39,"['C002', 'C034', 'C035', 'C020', 'C030', 'C017', 'C006']"
S725,Student 725,ME,7.94,"['C033', 'C015', 'C035', 'C001']"
S726,Student 726,ISE,7.65,"['C024', 'C031', 'C030', 'C034', 'C033', 'C013', 'C001', 'C023']"
S727,Student 727,CIVIL,7.81,"['C006', 'C012']"
S728,Student 728,ECE,8.08,"['C025', 'C032', 'C015', 'C023', 'C001']"
S729,Student 729,CSE,7.37,"['C032', 'C006', 'C031']"
S730,Student 730,CIVIL,7.18,"['C006', 'C012', 'C023', 'C031']"
S731,Student 731,ISE,7.96,"['C024', 'C013']"
S732,Student 732,EEE,7.02,['C006']
S733,Student 733,CSE,8.13,"['C001', 'C032', 'C034', 'C031', 'C003', 'C027', 'C012']"
S734,Student 734,CIVIL,6.44,[]
S735,Student 735,ME,8.62,"['C031', 'C001', 'C002']"
S736,Student 736,ME,8.18,"['C033', 'C015', 'C025', 'C023', 'C004', 'C031', 'C027']"
S737,Student 737,CSE,8.0,"['C032', 'C031', 'C034', 'C024', 'C030', 'C025', 'C012']"
S738,Student 738,ME,8.59,"['C018', 'C025', 'C023', 'C008']"
S739,Student 739,EEE,9.13,"['C005', 'C016', 'C020']"
S740,Student 740,CIVIL,8.61,"['C033', 'C024', 'C020', 'C011', 'C031']"
S741,Student 741,CIVIL,6.33,[]
S742,Student 742,ISE,6.78,"['C023', 'C027']"
S743,Student 743,CIVIL,7.3,"['C031', 'C012', 'C008']"
S744,Student 744,CIVIL,7.82,"['C008', 'C024', 'C031', 'C012', 'C023', 'C006']"
S745,Student 745,ECE,8.21,"['C032', 'C016', 'C013', 'C025', 'C012', 'C001', 'C023', 'C015']"
S746,Student 746,EEE,7.22,['C006']
S747,Student 747,CIVIL,7.95,['C017']
S748,Student 748,ECE,7.2,"['C013', 'C015', 'C008']"
S749,Student 749,ISE,7.31,['C023']
S750,Student 750,ISE,6.67,['C031']
S751,Student 751,EEE,7.06,['C006']
S752,Student 752,CIVIL,6.72,"['C031', 'C023', 'C008']"
S753,Student 753,ME,7.02,"['C013', 'C001', 'C023', 'C008', 'C031', 'C027']"
